Real-time Process Information (Top Output):
top - 04:28:14 up 16 min,  1 user,  load average: 0.60, 0.54, 0.36
Tasks: 358 total,   1 running, 357 sleeping,   0 stopped,   0 zombie
%Cpu(s):  0.7 us,  0.4 sy,  0.0 ni, 98.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
MiB Mem :  15320.0 total,   9803.4 free,   2572.8 used,   2943.7 buff/cache
MiB Swap:  19531.0 total,  19531.0 free,      0.0 used.  12342.7 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   2209 ayush     20   0  237312   7168   6656 S   0.0   0.0   0:00.00 ibus-dconf
   2212 ayush     20   0  347808  28096  17828 S   0.0   0.2   0:02.00 ibus-extension-
   2213 ayush     20   0  818852  63108  48388 S   0.0   0.4   0:00.19 evolution-alarm
   2216 ayush     20   0  237252   7168   6656 S   0.0   0.0   0:00.06 ibus-portal
   2255 ayush     20   0  719564  83264  48116 S   0.0   0.5   0:01.69 snap-store
   2298 ayush     20   0  342352  14720  12928 S   0.0   0.1   0:00.01 gsd-printer
   2299 ayush     20   0  163476   7296   6656 S   0.0   0.0   0:00.98 ibus-engine-sim
   2387 ayush     20   0  476308  13952  11648 S   0.0   0.1   0:00.18 xdg-desktop-por
   2407 ayush     20   0  728448  28528  20644 S   0.0   0.2   0:00.31 xdg-desktop-por
   2414 ayush     20   0 2873928  27724  22784 S   0.0   0.2   0:00.05 gjs
   2450 ayush     20   0  344496  25348  18436 S   0.0   0.2   0:00.16 xdg-desktop-por
   2470 ayush     20   0 3197720  68856  49528 S   0.0   0.4   0:02.27 gjs
   2510 root      20   0  393500  32192  26816 S   0.0   0.2   0:00.54 fwupd
   2520 ayush     20   0  163108   6400   6016 S   0.0   0.0   0:00.02 gvfsd-metadata
   2522 ayush     20   0   76252  14080  12416 S   0.0   0.1   0:00.05 snapd-desktop-i
   2607 ayush     20   0  310352  24128  17128 S   0.0   0.2   0:00.06 snapd-desktop-i
   2669 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/3:2
   2670 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker/3:3-mm_percpu_wq
   2671 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/8:3-events
   2750 ayush     20   0  494032  29572  22020 S   0.0   0.2   0:00.13 update-notifier
   3099 ayush     20   0    6372   3456   3200 S   0.0   0.0   0:00.03 file_monitor
   3102 ayush     20   0    6372   3456   3200 S   0.0   0.0   0:00.03 file_monitor
   3105 ayush     20   0    6372   3456   3200 S   0.0   0.0   0:00.03 file_monitor
   3265 ayush     20   0  806040 134392  85312 S   0.0   0.9   0:12.09 Xwayland
   3278 ayush     20   0  829848  86000  66636 S   0.0   0.5   0:00.15 gsd-xsettings
   3307 ayush     20   0  194056  24716  17976 S   0.0   0.2   0:00.09 ibus-x11
   3768 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/13:0-events
   3808 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:0
   3816 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker/2:0-events
   3914 root      20   0       0      0      0 I   0.0   0.0   0:00.22 kworker/6:0-mm_percpu_wq
   3915 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker/7:0-events
   4036 root      20   0       0      0      0 I   0.0   0.0   0:01.33 kworker/u32:0-events_power_efficient
   4170 ayush     20   0 1123.0g 167312 123896 S   0.0   1.1   0:13.21 code
   4172 ayush     20   0   32.2g  46208  38272 S   0.0   0.3   0:00.01 code
   4173 ayush     20   0   32.2g  46464  38528 S   0.0   0.3   0:00.01 code
   4186 ayush     20   0   32.0g  11264   9728 S   0.0   0.1   0:00.27 chrome_crashpad
   4207 ayush     20   0   32.3g  61964  53268 S   0.0   0.4   0:00.11 code
   4238 ayush     20   0 1134.9g 484248 117608 S   0.0   3.1   1:16.87 code
   4274 ayush     20   0   32.4g 107624  96036 S   0.0   0.7   0:24.86 code
   4308 ayush     20   0 1122.8g 108140  65984 S   0.0   0.7   0:05.55 code
   4331 ayush     20   0 1122.9g  87260  66304 S   0.0   0.6   0:03.38 code
   4569 ayush     20   0 1122.8g 182840  71296 S   0.0   1.2   0:06.70 code
   4605 ayush     20   0    7684   4352   3712 S   0.0   0.0   0:00.01 bash
   4611 ayush     20   0    7684   4352   3712 S   0.0   0.0   0:00.01 bash
   4626 ayush     20   0    7684   4352   3712 S   0.0   0.0   0:00.00 bash
   4637 ayush     20   0    7684   4352   3712 S   0.0   0.0   0:00.00 bash
   4651 ayush     20   0    7684   4352   3712 S   0.0   0.0   0:00.00 bash
   4664 ayush     20   0    7684   4352   3712 S   0.0   0.0   0:00.01 bash
   4711 ayush     20   0  252616 191308  14592 S   0.0   1.2   0:10.45 cpptools
   4737 ayush     20   0 1122.7g  73156  58880 S   0.0   0.5   0:00.26 code
   4915 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/1:0
   4921 ayush     20   0 1124.8g 176412  60160 S   0.0   1.1   0:06.82 code
   4937 ayush     20   0    7816   4480   3712 S   0.0   0.0   0:00.01 bash
   5422 ayush     20   0 4294836 128792   8192 S   0.0   0.8   0:00.69 cpptools-srv
   5454 ayush     20   0    6220   3584   3328 S   0.0   0.0   0:00.04 test
   5558 ayush     20   0 4282504 102796  39680 S   0.0   0.7   0:00.35 cpptools-srv
   5688 ayush     20   0    2892   1536   1536 S   0.0   0.0   0:00.00 sh

